source_layer,year,month,lon,lat,offshore_km,zone,水质类别,pH值,溶解氧_mg_L,化学需氧量_mg_L,无机氮_mg_L,活性磷酸盐_mg_L,石油类_mg_L,Site,City_CN,Province_CN,Sea_CN
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,117.7799999990001,38.67000000000007,19.0001394861484,近岸,一类,8.29,8.95,1.73,0.048,0.003,0.019,B12ZQ502,天津,天津,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,117.97000000000003,39.07999999900005,9.483844053374211,近岸,一类,8.2,8.39,1.46,0.019,0.0,0.011,B12ZQ038,天津,天津,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,117.879999999,38.97999999900003,13.503732944998877,近岸,一类,8.13,8.44,1.44,0.033,0.0,0.007,B12ZQ039,天津,天津,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,118.0100000000001,38.88000000000005,13.366169982454627,近岸,二类,8.37,9.34,2.01,0.11,0.006,0.024,B12ZQ041,天津,天津,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,117.7700000000001,38.75000000000006,27.949085852676426,过渡,一类,8.3,8.97,1.25,0.048,0.002,0.015,B12ZQ042,天津,天津,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,117.96000000000004,38.660000000000025,25.116432867751207,过渡,一类,8.19,9.05,1.04,0.044,0.003,0.007,B12ZQ043,天津,天津,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,117.90000000000009,38.87000000000006,18.20535360819941,近岸,一类,8.11,8.47,1.56,0.061,0.003,0.014,B12ZQ040,天津,天津,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,118.00000000000011,39.07999999900005,8.879999889005717,近岸,一类,8.12,8.24,1.01,0.172,0.012,0.011,TJ1202,-,天津,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,118.0100000000001,38.910000000000025,10.051477503331053,近岸,一类,8.39,8.93,0.95,0.076,0.005,0.025,TJ1205,-,天津,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,117.80000000000007,38.81000000000006,30.620713577566853,过渡,一类,8.15,9.01,1.93,0.15,0.002,0.01,TJ1206,-,天津,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,118.10000000000002,38.67000000000007,38.274886022031005,过渡,一类,8.13,8.36,0.845,0.137,0.011,0.014,TJ1208,-,天津,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,118.90000000000009,38.660000000000025,74.09613755115838,远海,一类,8.25,9.11,0.585,0.031,0.009,0.011,TJ1209,-,天津,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,118.47000000100002,38.64000000100003,65.71537493395684,远海,一类,8.14,8.75,0.5,0.047,0.004,0.0,TJ1210,-,天津,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,117.80000000000007,38.460000000000036,4.439999999995962,近岸,一类,8.37,8.88,1.1,0.099,0.001,0.0,HB0901,沧州,河北,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,117.73000000000002,38.57999999900005,11.799461768602212,近岸,一类,8.38,9.0,1.52,0.106,0.0,0.0,HB0902,沧州,河北,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,117.8900000000001,38.36000000000007,18.47408184457309,近岸,一类,8.21,8.81,1.28,0.172,0.003,0.0,HB0903,沧州,河北,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,117.84000000000003,38.62000000000006,14.040512811155287,近岸,一类,8.22,8.65,1.42,0.087,0.006,0.0,B12ZQ044,沧州,河北,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,117.87000000000012,38.480000000000075,8.080921977112009,近岸,一类,8.3,8.87,1.28,0.049,0.001,0.0,B13ZQ047,沧州,河北,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,117.80000000000007,38.47000000000003,3.3299999999969714,近岸,一类,8.37,8.82,1.44,0.094,0.002,0.0,B13ZQ046,沧州,河北,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,118.00000000000011,38.47000000000003,22.44836074194626,过渡,一类,8.27,8.96,1.23,0.194,0.002,0.0,B13YQ506,沧州,河北,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,118.09000000000003,38.33000000000004,37.313174617018,过渡,二类,8.3,5.53,1.25,0.177,0.022,0.014,SD2301,滨州,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,118.17000000100006,38.450000000000045,41.44330354976636,过渡,二类,7.93,6.02,1.35,0.138,0.025,0.037,B13JQ501,滨州,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,117.97000000000003,38.29000000000008,29.990548511151413,过渡,二类,8.36,5.28,1.8,0.13,0.019,0.018,B13ZQ079,滨州,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,118.17000000100006,38.230000000000075,31.74677628027491,过渡,劣四类,8.33,7.06,2.27,0.577,0.058,0.032,B37YQ517,滨州,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,117.94000000000005,38.33000000000004,24.44521425555576,过渡,四类,8.25,5.72,1.83,0.49,0.007,0.018,B37ZQ048,滨州,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,118.63999999900011,38.230000000000075,29.887664621895883,过渡,二类,8.02,5.37,1.64,0.168,0.0,0.019,SD0501,东营,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.28000000100008,38.180000000000064,36.9481637825287,过渡,三类,8.04,5.33,1.46,0.317,0.004,0.022,SD0502,东营,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.21000000000004,37.859999999000024,28.015133471928785,过渡,二类,8.03,7.88,2.13,0.125,0.0,0.023,SD0503,东营,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.06000000000006,37.480000000000075,48.8904285111035,过渡,三类,8.05,5.61,1.84,0.302,0.008,0.022,SD0504,东营,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,118.84000000000003,38.22000000000003,30.195264529393057,过渡,二类,8.02,5.4,1.295,0.063,0.01,0.043,SD0505,东营,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,118.95000000000005,38.180000000000064,20.736511278424494,过渡,二类,8.04,5.62,1.365,0.279,0.003,0.021,SD0506,东营,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.11000000000001,38.10000000100007,16.501336384196495,近岸,三类,8.04,5.55,1.37,0.354,0.001,0.012,SD0507,东营,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.13000000000011,37.37000000000006,43.53125084348954,过渡,三类,8.05,5.08,2.12,0.328,0.0,0.018,SD0508,东营,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.28000000100008,38.03000000000003,31.2578839159068,过渡,四类,8.28,5.18,1.36,0.491,0.005,0.019,B37YQ509,东营,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.10000000000002,38.22000000000003,26.824362061383752,过渡,二类,8.07,5.09,1.435,0.237,0.004,0.018,B37YQ512,东营,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,118.57000000100004,38.34000000000003,38.53155202850353,过渡,二类,8.03,5.42,1.35,0.069,0.007,0.029,B37JQ020,东营,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,118.72000000000003,38.30000000000007,41.29438702778687,过渡,二类,7.99,5.45,1.35,0.063,0.01,0.018,B37JQ023,东营,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,118.30000000000007,38.36000000000007,45.71259782598545,过渡,二类,8.03,5.81,1.48,0.096,0.011,0.029,B37JQ508,东营,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.12000000000012,38.04000000000008,14.040512811162767,近岸,四类,8.33,5.74,1.41,0.448,0.002,0.031,B00JQ026,东营,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.3900000000001,37.81999999900006,37.5600118758603,过渡,三类,7.87,4.83,1.665,0.39,0.012,0.015,B37YQ510,东营,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.21000000000004,37.88000000000005,26.847318301834797,过渡,二类,8.05,8.1,2.18,0.159,0.006,0.026,B37YQ504,东营,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.38000000000011,37.62000000000006,18.83732465080588,近岸,二类,8.28,6.16,1.58,0.203,0.0,0.016,B37JQ034,东营,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.19000000000005,37.460000000000036,34.69526912994836,过渡,二类,7.99,5.48,2.13,0.186,0.005,0.014,B37JQ503,东营,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.09000000000003,37.42000000000007,46.36824883473102,过渡,二类,8.06,5.31,2.54,0.28,0.005,0.013,B37YQ032,东营,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.48000000000002,37.63000000000005,14.599770546147585,近岸,二类,8.22,5.1,1.57,0.149,0.001,0.016,B37YQ506,东营,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.10000000000002,37.56000000000006,44.896721483866315,过渡,四类,8.19,3.37,2.54,0.103,0.006,0.023,B37ZQ049,东营,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,118.92000000100006,38.240000000000066,28.08102558719869,过渡,二类,8.07,5.36,1.39,0.215,0.002,0.022,B37JQ024,东营,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,118.42000000000007,38.190000001000044,22.883236324480908,过渡,三类,8.01,5.73,1.52,0.322,0.027,0.017,B37YQ518,东营,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,118.63000000000011,38.190000001000044,25.554119133371348,过渡,一类,8.04,6.06,1.59,0.177,0.01,0.017,B37ZQ080,东营,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,118.90000000000009,38.150000000000034,20.01080957882269,过渡,二类,8.0,5.6,1.26,0.261,0.022,0.044,B37ZQ081,东营,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.03999999900009,37.960000000000036,6.279108138451732,近岸,三类,7.79,6.2,1.66,0.216,0.015,0.044,B37ZQ082,东营,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.17000000000007,37.28000000000003,44.02378107340677,过渡,二类,8.16,5.94,1.36,0.121,0.027,0.015,SD0701,潍坊,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.40999999900009,37.240000000000066,30.540132648977682,过渡,一类,8.13,6.91,1.76,0.073,0.007,0.03,SD0702,潍坊,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.47000000000003,37.409999999000036,10.530384713659844,近岸,三类,8.18,4.87,2.12,0.253,0.001,0.016,B37JQ028,潍坊,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.10000000000002,37.32999999900005,48.24351670627568,过渡,一类,8.12,6.12,1.22,0.133,0.0,0.016,B37ZQ050,潍坊,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.32000000000005,37.26000000000005,33.29999999999242,过渡,二类,8.27,5.48,2.52,0.058,0.004,0.032,B37ZQ051,潍坊,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.49000000000001,37.190000000000055,34.42789857077514,过渡,一类,8.3,6.55,1.96,0.06,0.002,0.027,B37ZQ052,潍坊,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,120.78000000000009,38.13000000000005,74.07119075592307,远海,二类,8.17,6.71,1.4,0.258,0.005,0.021,SD0603,烟台,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,120.72000000000003,37.92000000100006,56.03026691307203,远海,三类,8.19,6.27,1.62,0.313,0.003,0.018,SD0604,烟台,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,120.33000000000004,37.81000000000006,81.944767984294,远海,二类,8.31,6.39,1.35,0.274,0.002,0.028,SD0607,烟台,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,120.03000000000009,37.59000000000003,59.67217944738736,远海,一类,8.19,6.25,1.44,0.048,0.001,0.019,SD0609,烟台,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.49999999900001,37.52000000100003,2.2200001110031193,近岸,三类,8.23,4.78,1.43,0.137,0.002,0.021,SD0612,烟台,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.82000000000005,37.34000000000003,39.712567280399654,过渡,二类,8.15,6.18,1.36,0.21,0.002,0.025,SD0613,烟台,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.7699999990001,37.190000000000055,33.11448332176292,过渡,一类,8.2,6.23,1.76,0.037,0.001,0.03,SD0615,烟台,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,120.90000000100008,38.05000000000007,62.05088635576873,远海,三类,8.15,7.18,1.415,0.304,0.004,0.017,H37JQ501,烟台,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,120.14000000100009,37.84000000100008,80.44245908816578,远海,一类,8.36,6.54,1.51,0.172,0.002,0.031,B37YQ502,烟台,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,120.32000000000005,37.930000000000064,89.3050015396665,远海,一类,8.11,6.56,1.38,0.15,0.003,0.039,B37JQ509,烟台,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,120.06000000000006,37.689999999000065,65.64033588670263,远海,一类,8.23,6.4,1.5,0.019,0.0,0.03,B37JQ510,烟台,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,120.65000000000009,38.01000000000005,68.65868189821165,远海,三类,8.07,6.33,1.21,0.314,0.004,0.027,B37YQ513,烟台,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,121.0299999990001,38.25000000000006,59.091212642667664,远海,二类,8.19,7.12,1.12,0.233,0.005,0.029,H00WQ508,烟台,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.57000000000005,37.50000000000006,7.7700000000055525,近岸,二类,8.2,5.02,1.7,0.117,0.0,0.022,B37JQ511,烟台,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.83000000000004,37.58000000000004,37.6909975989017,过渡,一类,8.28,6.17,1.27,0.031,0.0,0.019,B37YQ507,烟台,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.74000000100011,37.450000000000045,27.211984600809394,过渡,三类,8.02,4.95,1.27,0.138,0.001,0.016,B37YQ514,烟台,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,120.61000000000001,37.80000000000007,54.61606082463631,远海,二类,8.25,5.97,1.245,0.284,0.003,0.015,B37YQ516,烟台,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,120.37000000000012,37.77999999900004,76.52562507486418,远海,二类,8.32,6.38,1.42,0.293,0.001,0.021,B37YQ505,烟台,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,120.5000000010001,37.900000000000034,71.0746789488216,远海,二类,8.21,6.37,1.33,0.292,0.002,0.023,B37ZQ084,烟台,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,120.7600000000001,37.84000000100008,46.195207634324106,过渡,三类,8.25,6.03,1.245,0.302,0.004,0.014,H37YQ023,烟台,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,120.09000000100002,37.59000000000003,66.2475675192553,远海,二类,8.13,5.95,1.71,0.162,0.003,0.023,B37YQ026,烟台,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.63000000000011,37.210000000000036,35.27635185219823,过渡,二类,8.25,5.33,1.6,0.03,0.005,0.032,B37YQ515,烟台,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.66000000000008,37.32999999900005,25.913210997274092,过渡,二类,8.19,5.98,1.78,0.107,0.005,0.036,B37ZQ053,烟台,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.79000000000008,37.240000000000066,35.39838555640624,过渡,二类,8.1,6.18,1.26,0.253,0.005,0.019,B37ZQ054,烟台,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.82000000000005,37.36000000000007,38.770633216393975,过渡,一类,8.17,6.23,1.79,0.191,0.003,0.022,B37ZQ055,烟台,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,120.00000000000011,37.53999999900003,55.677316736852106,远海,一类,8.25,6.03,1.23,0.038,0.0,0.022,B37ZQ056,烟台,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,120.23000000000002,37.65000000100008,76.53367504581686,远海,二类,8.24,7.76,1.52,0.294,0.002,0.014,B37ZQ057,烟台,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,120.2700000000001,38.200000000000045,112.26375594999067,远海,二类,8.17,6.4,1.3,0.29,0.005,0.039,SD0601,-,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_August,2019,8,119.78000000000009,37.900000000000034,54.19710693386624,远海,三类,8.27,5.65,1.475,0.32,0.002,0.025,SD0605,-,山东,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,121.25000000000011,39.79000000000008,42.50010117636489,过渡,二类,8.15,7.71,1.403,0.209,0.021,0.014,LN0202,大连,辽宁,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,121.47000000000003,39.68000000100005,55.865099162501366,远海,三类,8.11,7.8,1.97,0.325,0.022,0.018,LN0203,大连,辽宁,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,121.69000000000005,39.990000000000066,93.93774640687164,远海,一类,8.19,8.17,1.42,0.189,0.015,0.021,LN0215,大连,辽宁,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,121.21000000000004,39.59000000100008,25.360524486258985,过渡,二类,8.09,7.47,1.747,0.204,0.022,0.011,LN0216,大连,辽宁,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,121.19000000000005,39.450000001000035,21.80803977362735,过渡,二类,8.07,7.51,1.937,0.217,0.023,0.012,LN0217,大连,辽宁,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,121.11000000000001,39.50000000000006,12.210000000001514,近岸,二类,8.05,7.51,1.94,0.19,0.022,0.018,B21YQ508,大连,辽宁,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,121.1400000000001,39.740000000000066,30.84122565659048,过渡,二类,8.09,7.55,1.637,0.195,0.022,0.009,B21YQ507,大连,辽宁,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,121.47000000000003,39.939999999000065,71.4636585206673,远海,二类,8.15,7.8,1.413,0.224,0.021,0.014,B21JQ031,大连,辽宁,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,121.49000000000001,39.67000000000007,57.570383010714934,远海,二类,8.04,7.86,1.73,0.259,0.024,0.016,B21YQ007,大连,辽宁,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,121.83999999900004,40.04000000000008,110.84449097407875,远海,一类,8.23,9.77,1.92,0.144,0.002,0.029,B21YQ008,大连,辽宁,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,121.33000000000004,39.61999999900007,38.97665066476987,过渡,二类,8.08,7.57,1.875,0.287,0.023,0.015,B21YQ036,大连,辽宁,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,121.42999999900007,39.78000000000003,56.957170658354606,远海,二类,8.1,7.64,1.985,0.229,0.022,0.02,B21YQ037,大连,辽宁,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,121.66000000000008,39.97000000000003,89.93740323136781,远海,二类,8.18,8.25,1.145,0.202,0.015,0.016,B21YQ504,大连,辽宁,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,121.28000000000009,39.86000000000007,50.6237888744138,远海,二类,8.16,7.7,1.37,0.167,0.018,0.016,B21YQ506,大连,辽宁,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,121.67000000100006,40.09000000100008,99.09509085242863,远海,二类,8.15,7.93,1.32,0.189,0.02,0.012,B21YQ518,大连,辽宁,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,121.7600000010001,40.06000000000006,104.7877627336823,远海,一类,8.25,8.81,1.54,0.154,0.006,0.026,B21ZQ061,大连,辽宁,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,121.25000000000011,39.47999999900003,27.83865838170953,过渡,二类,8.11,8.0,1.46,0.23,0.021,0.012,B21YQ006,大连,辽宁,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,121.82999999900005,40.240000000000066,123.42980385445567,远海,二类,8.23,8.22,1.225,0.202,0.012,0.03,LN0802,营口,辽宁,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,122.15000000000009,40.37000000000006,160.06338556960458,远海,三类,8.17,9.32,1.66,0.324,0.013,0.025,LN0803,营口,辽宁,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,122.07000000100004,40.27000000000004,146.32646317863598,远海,三类,8.31,10.48,2.05,0.21,0.003,0.051,LN0804,营口,辽宁,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,121.98000000000002,40.14000000000004,129.92216900899214,远海,一类,8.24,8.53,1.57,0.197,0.009,0.011,LN0805,营口,辽宁,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,121.91000000000008,40.450000001000035,146.02302086798696,远海,二类,8.14,8.34,1.37,0.272,0.015,0.023,LN0806,营口,辽宁,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,122.08000000000004,40.26000000000005,146.58725729067305,远海,一类,8.37,9.59,1.96,0.188,0.003,0.037,B21YQ009,营口,辽宁,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,121.92000000000007,40.35000000000008,139.0338696145774,远海,二类,8.16,8.32,1.47,0.262,0.014,0.02,B21YQ502,营口,辽宁,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,121.93000000000006,40.160000000000025,126.58380820627046,远海,一类,8.24,8.71,1.53,0.183,0.008,0.014,B21YQ503,营口,辽宁,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,122.16000000100007,40.440000001000044,165.72861325598322,远海,三类,8.13,8.76,1.79,0.398,0.022,0.026,B21ZQ063,营口,辽宁,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,122.0200000000001,40.55000000000007,162.48898701144077,远海,劣四类,8.11,8.6,1.62,0.573,0.03,0.025,B21ZQ010,营口,辽宁,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,122.21000000000004,40.52000000000004,175.66429489228042,远海,劣四类,8.05,8.48,2.19,0.578,0.026,0.031,B21ZQ065,营口,辽宁,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,122.00000000000011,40.64000000000004,168.32519597494613,远海,劣四类,8.05,8.2,2.11,0.717,0.037,0.02,LN1103,盘锦,辽宁,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,122.03000000000009,40.650000000000034,171.36473207752863,远海,劣四类,8.11,8.14,2.1,0.707,0.037,0.024,B21ZQ013,盘锦,辽宁,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,121.87000000000012,40.61000000000007,156.54542152360912,远海,劣四类,8.08,8.34,2.03,0.598,0.035,0.026,B21ZQ070,盘锦,辽宁,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,121.96000000000004,40.67000000100006,167.99181685080316,远海,劣四类,8.08,8.24,2.03,0.681,0.035,0.024,B21ZQ015,盘锦,辽宁,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,119.71000000000004,39.92000000000007,33.3923718834047,过渡,二类,8.09,9.32,1.04,0.155,0.02,0.0,HB0301,秦皇岛,河北,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,119.56000000000006,39.86000000000007,38.32314183361694,过渡,二类,8.12,9.74,0.96,0.101,0.017,0.0,HB0302,秦皇岛,河北,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,119.78000000000009,39.740000000000066,37.80523773234483,过渡,二类,8.24,9.24,0.915,0.059,0.019,0.0,HB0303,秦皇岛,河北,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,119.36000000000001,39.55000000000007,63.967211131949185,远海,二类,8.19,9.5,0.92,0.075,0.02,0.001,HB0304,秦皇岛,河北,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,119.40999999900009,39.690000000000055,57.05443181644434,远海,一类,8.18,9.9,0.92,0.061,0.011,0.0,HB0305,秦皇岛,河北,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,119.79000000000008,39.939999999000065,24.242765961787935,过渡,二类,8.16,9.69,1.12,0.14,0.017,0.001,B13YQ508,秦皇岛,河北,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,119.84000000000003,39.939999999000065,18.967688353573777,近岸,二类,8.17,9.18,1.02,0.135,0.018,0.001,B13YQ507,秦皇岛,河北,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,119.36000000000001,39.55000000000007,63.967211131949185,远海,二类,8.19,9.66,0.93,0.073,0.019,0.001,B13ZQ035,秦皇岛,河北,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,119.5200000000001,39.78000000000003,46.67282721241312,过渡,一类,8.06,9.64,1.12,0.08,0.012,0.001,B13ZQ034,秦皇岛,河北,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,119.58000000000004,39.889999999000054,35.53733962522676,过渡,一类,8.08,9.18,1.06,0.142,0.014,0.001,B13ZQ032,秦皇岛,河北,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,119.5200000000001,39.75000000000006,49.99930899521961,过渡,一类,8.2,9.83,0.96,0.049,0.011,0.001,B13YQ405,秦皇岛,河北,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,119.40999999900009,39.730000000000075,53.11787836705019,远海,一类,8.16,9.75,1.06,0.068,0.011,0.001,B13YQ020,秦皇岛,河北,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,119.66000000000008,39.87000000000006,40.40460988549596,过渡,一类,8.23,9.39,0.98,0.065,0.013,0.001,B13YQ509,秦皇岛,河北,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,118.97000000100002,39.14000000000004,65.71537500145267,远海,二类,8.18,9.55,0.68,0.156,0.021,0.0,HB0201,唐山,河北,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,119.40999999900009,39.150000000000034,104.75248249992454,远海,一类,8.28,9.95,0.88,0.036,0.012,0.0,HB0202,唐山,河北,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,118.3900000000001,38.970000001000074,43.417888010146775,过渡,二类,8.21,9.08,0.67,0.141,0.024,0.0,HB0203,唐山,河北,渤海
T2019_Bohai_Sea_Water_Quality_Data_October,2019,10,118.66000000000008,39.07999999900005,49.888295324148224,过渡,二类,8.18,9.55,0.48,0.197,0.022,0.0,HB0204,唐山,河北,渤海
